INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,OWNER,lat,long
1894,640 Water Tower Bypass,,Campbellsville,Nursing Home,The Grandview Nursing And Rehabilitation Facility,2704654321,KY,42719,,37.33846364,-85.32042519
1895,506 Allensville Road,,Elkton,Nursing Home,Elkton Nursing And Rehabilitation Center,2702655321,KY,42220,,36.79955328,-87.14878087
1896,2582 Cerulean Road,,Cadiz,Nursing Home,Shady Lawn Nursing And Rehabilitation Center,2705223236,KY,42211,,36.89876421,-87.7975772
1897,509 North Carrier Street,,Morganfield,Nursing Home,Morganfield Nursing And Rehabilitation Center,2703893513,KY,42437,,37.68505592,-87.90650021
1898,2365 Nashville Road,,Bowling Green,Nursing Home,Colonial Nursing And Rehabilitation Center,2708421641,KY,42101,,36.9637113,-86.46686437
1899,460 South College Street,,Woodburn,Nursing Home,Hopkins Nursing And Rehabilitation Center,2705292853,KY,42170,,36.83703201,-86.52793396
1900,1561 Newton Ave,,Bowling Green,Nursing Home,Bowling Green Nursing And Rehabilitation Center,2708421611,KY,42104,,36.97466373,-86.43905664
1901,550 High St.,,Bowling Green,Nursing Home,Signature Healthcare Of Bowling Green,2708433296,KY,42101,,36.9926738,-86.43325811
1902,420 East Grundy Ave,,Springfield,Nursing Home,Springfield Nursing And Rehabilitation Center,8593367771,KY,40069,,37.6863014,-85.212217
1903,270 Bacon Creek Road,,Corbin,Nursing Home,Corbin Health And Rehabilitation Center,6065288822,KY,40702,,36.90437702,-84.12449983
1904,851 Kimsey Lane,,Henderson,Nursing Home,Redbanks,2708266436,KY,42420,,37.85012518,-87.56902226
1905,3802 Klondike Lane,,Louisville,Nursing Home,Klondike Nursing And Rehabilitation Center,5024521579,KY,40218,,38.20777892,-85.63760767
1906,1245 American Greeting Card Road,,Corbin,Nursing Home,Hillcrest Health And Rehabilitation Center,6065288917,KY,40701,,36.97759596,-84.08962672
1907,406 Wyoming Road,,Owingsville,Nursing Home,Ridgeway Nursing & Rehabilitation Facility,6066746613,KY,40360,,38.15207609,-83.74713521
1908,2529 Six Mile Lane,,Louisville,Nursing Home,Signature Healthcare Of East Louisville,5024915560,KY,40220,,38.20974094,-85.58723192
1909,2990 Riggs Avenue,,Erlanger,Nursing Home,Village Care Center,8597279330,KY,41018,,39.03084433,-84.59418072
1910,6301 Bass Road,,Prospect,Nursing Home,Rivers Edge Nursing And Rehabilitation Center,5022288359,KY,40059,,38.35052272,-85.62733399
1911,331 South Main Street,,Lawrenceburg,Nursing Home,Signature Healthcare At Heritage Hall Rehab & Wellness Center,5028397246,KY,40342,,38.03214679,-84.89444612
1912,50 Adams Street,,New Castle,Nursing Home,New Castle Nursing & Rehab,5028452861,KY,40050,,38.43666275,-85.17449736
1913,100 West Ramsey,,Dawson Springs,Nursing Home,Tradewater Pointe,2707978131,KY,42408,,37.16635807,-87.69143833
1914,411 Bertha Wallace Drive,,Irvine,Nursing Home,Irvine Nursing And Rehabilitation Center,6067235153,KY,40336,,37.70824378,-83.970458
1915,270 E Clayton Lane,,Louisa,Nursing Home,The Jordan Center,6066384586,KY,41230,,38.09794268,-82.61123674
1916,515 Nerinx Road,,Nerinx,Nursing Home,"Loretto Living Center At Loretto Motherhouse, Inc.",2708655811,KY,40049,,37.65957454,-85.39458183
1917,142 Roger Powell Road,,Sebree,Nursing Home,Redbanks Colonial Terrace,2708352533,KY,42455,,37.6011213,-87.53404975
1918,100 Sparks Avenue,,Nicholasville,Nursing Home,Nicholasville Nursing And Rehabilitation,8598854171,KY,40356,,37.88615711,-84.56551944
1919,31 Derickson Lane,,Stanton,Nursing Home,Stanton Nursing And Rehabilitation Center,6066632846,KY,40380,,37.84454636,-83.83789233
1920,100 Wurtland Avenue,,Wurtland,Nursing Home,Wurtland Nursing And Rehabilitation,6068360931,KY,41144,,38.55096511,-82.78693535
1921,1120 Cristland Road,,Louisville,Nursing Home,Signature Healthcare Of South Louisville,5023670104,KY,40214,,38.14252053,-85.78817701
1922,4700 Quinn Drive,,Louisville,Nursing Home,Signature Healthcare At Rockford Rehab & Wellness,5024485850,KY,40216,,38.17767346,-85.83585156
1923,131 Meadowlark Drive,,Richmond,Nursing Home,Madison Health And Rehabilitation Center,8596233564,KY,40475,,37.73948014,-84.31075966
1924,853 Lexington Road,,Harrodsburg,Nursing Home,Harrodsburg Health & Rehabilitation Center,8597347791,KY,40330,,37.77069842,-84.8279315
1925,2020 Cambridge Drive,,Lexington,Nursing Home,Cambridge Nursing & Rehabilitation Center,8592526747,KY,40504,,38.05313003,-84.54916729
1926,390 Park Avenue,,Hazard,Nursing Home,Hazard Health And Rehabilitation Center,6064392306,KY,41702,,37.28356049,-83.2113465
1927,1 Sparks Avenue,,Jamestown,Nursing Home,Fair Oaks Health And Rehabilitation,2703432101,KY,42629,,36.99359171,-85.0687112
1928,2000 Newburg Road,,Louisville,Nursing Home,Nazareth Home,5024599681,KY,40205,,38.21971298,-85.70961929
1929,125 Sterling Way,,Mount Sterling      ,Nursing Home,Windsor Care Center,8594983343,KY,40353,,38.04731616,-83.94084595
1930,701 Skyline Drive,,Edmonton,Nursing Home,Metcalfe Health Care Center,2704322921,KY,42129,,36.98904709,-85.63282679
1931,301 South Main Street,,Burkesville,Nursing Home,Cumberland Valley Nursing & Rehabilitation Center,2708644315,KY,42717,,36.7881081,-85.37233024
1932,500 Beck Lane,,Mayfield,Nursing Home,Mills Nursing & Rehabilitation,2702477890,KY,42066,,36.73673024,-88.6709644
1933,112 Dover Drive,,Georgetown,Nursing Home,Dover Nursing & Rehabilitation Center,5028639529,KY,40324,,38.2126094,-84.53189846
1934,207 State Avenue,,Glasgow,Nursing Home,Glasgow State Nursing Facility,2706594700,KY,42141,,37.0116183,-85.9090069
1935,115 Pioneer Trace,,Flemingsburg ,Nursing Home,Pioneer Trace Group Llc,6068452131,KY,41041,,-83.75622746730905,-83.75622746730905
1936,1901 West Highway 90 ,,Monticello,Nursing Home,Mountain Ridge Health And Rehabilitation,6063486034,KY,42633,,36.81825404,-84.87295181
1937,200 Sterling Dr.,,Hopkinsville        ,Nursing Home,Christian Health Center,2708851166,KY,42240,,36.85619894,-87.50335709
1938,200 Sterling Drive,,Hopkinsville,Nursing Home,Christian Health Center,2708851166,KY,42240,,36.85619894,-87.50335709
1939,287 N Eleventh Street,,Williamsburg,Nursing Home,Williamsburg Health And Rehabilitation Center,6065494321,KY,40769,,36.73848548,-84.17194776
1940,120 Life Care Way,,Bardstown,Nursing Home,Bardstown Health & Rehabilitation,5023484220,KY,40004,,37.81716438,-85.45571945
1941,2400 Russellville Road,,Hopkinsville,Nursing Home,Western State Nursing Facility,2708896025,KY,42240,,36.86286907,-87.45015592
1942,3576 Pimlico Parkway,,Lexington,Nursing Home,Bluegrass Care & Rehabilitation Center,8592720608,KY,40517,,37.97983831,-84.47196773
1943,1100 East Market Street,,Louisville          ,Nursing Home,Home Of The Innocents,5025961000,KY,40206,,38.25242021,-85.73141702
1944,1206 Eleventh Street,,Carrollton,Nursing Home,Signature Healthcare Of Carrollton Rehab & Wellness Center,5027326683,KY,41045,,38.66929939,-85.16814223
1945,388 Perkins Madden Road,,Hindman,Nursing Home,Knott County Health And Rehabilitation Center,6067855011,KY,41822,,37.32001265,-82.97162189
1946,39 Ferndale Apartments Road,,Pineville,Nursing Home,Mountain View Nursing And Rehabilitation Center,6063377071,KY,40977,,36.69740425,-83.69765812
1947,5079 Scottsville Road,,Bowling Green,Nursing Home,Greenwood Nursing And Rehabilitation Center,2707821125,KY,42104,,36.92682266,-86.41162609
1948,555 Bourne Avenue,,Somerset,Nursing Home,Somerwoods Nursing And Rehabilitation Center,6066797421,KY,42501,,37.08507248,-84.60010488
1949,1033 North Highway 11,,Manchester,Nursing Home,"Landmark Of Laurel Creek Rehabilitation And Nursing Center, Llc",6065986163,KY,40962,,37.23123288,-83.76903779
1950,79 Sparrow Lane,,Prestonsburg,Nursing Home,Riverview Health Care Center,6068869178,KY,41653,,37.67004345,-82.74570235
1951,2625 Bardstown Road,,Saint Catharine,Nursing Home,Sansbury Care Center,8593363974,KY,40061,,37.71085427,-85.26149509
1952,50 Shepherd Lane,,Bedford,Nursing Home,Bedford Springs Health And Rehabilitation,5022553244,KY,40006,,38.58290342,-85.32035011
1953,905 Hwy 127 North,,Owenton,Nursing Home,Owenton Healthcare And Rehabilitation,5024845721,KY,40359,,-84.84266246249999,-84.84266246249999
1954,300 Westwood Street,,Glasgow,Nursing Home,Barren County Nursing And Rehabilitation,2706519131,KY,42141,,36.99419267,-85.93354604
1955,200 Medical Center Drive,,Harlan,Nursing Home,Harlan Health And Rehabilitation Center,6065737250,KY,40831,,36.80843259,-83.31280394
1956,1017 Fairlane Drive,,Vanceburg,Nursing Home,Vanceburg Hills,6067963046,KY,41179,,38.58747494,-83.32419355
1957,58 Eastham Street,,Vanceburg,Nursing Home,Vanceburg Hills,6067963046,KY,41179,,38.58591257,-83.32397287
1958,117 Old Soldiers Lane,,Frankfort           ,Nursing Home,Frankfort Trails,5028757272,KY,40601,,38.18044299,-84.89619196
1959,3001 N. Hurstbourne Parkway,,Louisville,Nursing Home,The Willows At Springhurst,5024123775,KY,40241,,38.28953663,-85.57372685
1960,2607 Main Street,,Benton,Nursing Home,Lake Way Nursing And Rehabilitation Center,2705273296,KY,42025,,36.83427286,-88.3505051
1961,60 Phillips Branch Road,,Phelps,Nursing Home,Good Shepherd Health And Rehabilitation,6064568725,KY,41553,,37.49504626,-82.13686201
1962,1877 Farnley Road,,Louisville,Nursing Home,Signature Healthcare At Summerfield Rehab & Wellness,5024488622,KY,40216,,38.2017443,-85.81125806
1963,9600 Lamborne Boulevard,,Louisville,Nursing Home,Essex Nursing And Rehabilitation Center,5029357284,KY,40272,,38.11481212,-85.81369145
1964,662 Parkway Drive,,Salyersville,Nursing Home,Salyersville Nursing And Rehabilitation Center,6063496181,KY,41465,,37.74661796,-83.06124528
1965,945 West Russell Street,,Elkhorn City,Nursing Home,Elkhorn Health & Rehabilitation,6067544134,KY,41522,,37.29627759,-82.36107137
1966,105 Rodgers Park,,Cynthiana           ,Nursing Home,Harrison Nursing And Rehabilitation Center,8592342050,KY,41031,,38.39374677,-84.28309867
1967,1100 Grandview Drive,,Flatwoods,Nursing Home,Oakmont Manor,6068363187,KY,41139,,38.53339715,-82.71124668
1968,106 Gover Street,,Somerset,Nursing Home,Somerset Nursing And Rehabilitation Facility,6066798331,KY,42501,,37.07183581,-84.61473211
1969,20 County Barn Road,,Booneville,Nursing Home,"Owsley County Health Care Center, Inc.",6065936302,KY,41314,,37.45392627,-83.68233811
1970,700 Mason Headley Road,,Lexington,Nursing Home,Lexington Country Place,8592593486,KY,40504,,38.03576283,-84.52869596
1971,1801 Lynn Way,,Louisville,Nursing Home,Signature Healthcare At Jefferson Manor Rehab & Wellness Center,5024264513,KY,40222,,38.2759394,-85.61622093
1972,1015 West Magazine Street,,Louisville,Nursing Home,Chestnut Ridge Health & Rehabilitation,5028156460,KY,40203,,38.24882215,-85.76833357
1973,116 South Commonwealth Ave,,Corbin,Nursing Home,Christian Health Center - Corbin,6062582500,KY,40702,,36.9534343,-84.0746384
1974,1040 Us 127 South,,Frankfort           ,Nursing Home,Bradford Square Nursing And Rehabilitation Center,5028755600,KY,40601,,38.17933196,-84.89489695
1975,3775 Belleau Wood Drive,,Lexington           ,Nursing Home,Sayre Christian Village Nursing Home,8592719000,KY,40517,,37.97293731,-84.50537723
1976,6975 Burlington Pike,,Florence,Nursing Home,Florence Park Care Center,5136055000,KY,41042,,39.00764461,-84.63054122
1977,211 West Oak Street,,Louisville,Nursing Home,Treyton Oak Towers,5025893211,KY,40203,,38.23478144,-85.75713721
1978,404 North Washington Street,,Albany              ,Nursing Home,Clinton County Care And Rehabilitation Center,6063876623,KY,42602,,36.69349094,-85.1347662
1979,1550 Raydale Drive,,Louisville          ,Nursing Home,Regency Nursing And Rehabilitation Center,5029686600,KY,40219,,38.12254364,-85.67089527
1980,599 Rogersville Road,,Radcliff,Nursing Home,Signature Healthcare At North Hardin Rehab & Wellness Center,2703512999,KY,40160,,37.81787453,-85.93982627
1981,250 Mcdavid Blvd,,Grayson,Nursing Home,Carter Nursing And Rehabilitation,6064747835,KY,41143,,38.32769582,-82.92200121
1982,2770 Palumbo Drive,,Lexington,Nursing Home,Lexington Premier Nursing & Rehab,8592632410,KY,40509,,38.007267,-84.43624108
1983,106 Diecks Drive,,Elizabethtown       ,Nursing Home,Helmwood Healthcare,2707372738,KY,42701,,37.70936611,-85.87233904
1984,201 Kimberly Lane,,Williamstown,Nursing Home,Grant Healthcare And Rehabilitation,8598247803,KY,41097,,38.64611462,-84.57873273
1985,96 Highway 3444,,Annville,Nursing Home,Signature Healthcare At Jackson Manor Rehab And Wellness Center,6063645197,KY,40402,,37.31858305,-83.95885345
1986,625 Taylorsville Road,,Taylorsville,Nursing Home,Signature Healthcare Of Spencer County,5024778838,KY,40071,,38.0416292,-85.3424612
1987,73 Piedmont Drive,,Whitesburg,Nursing Home,Letcher Manor,6066331434,KY,41858,,37.11364372,-82.80903214
1988,21040 Us Hwy 421 South,,Hyden,Nursing Home,Hyden Health And Rehabilitation Center,6066722940,KY,41749,,37.14947767,-83.37486669
1989,150 Cornwall Drive,,Madisonville,Nursing Home,Ridgewood Terrace Health And Rehabilitation Center,2708250166,KY,42431,,37.35571126,-87.48725343
1990,499 Center Street,,Warsaw,Nursing Home,Gallatin Nursing And Rehab,8595674548,KY,41095,,38.78081799,-84.89349314
1991,58 Cal Hill Spur,,Pine Knot,Nursing Home,Signature Healthcare Of Mccreary County Rehab And Wellness Center,6063543155,KY,42635,,36.6542772,-84.4375757
1992,850 Hwy 191,,Campton,Nursing Home,Wolfe County Health And Rehabilitation Center,6066683216,KY,41301,,37.74234075,-83.53404527
1993,310 Boxwood Run Road,,Mount Washington,Nursing Home,Green Meadows Health And Rehabilitation ,5025383500,KY,40047,,-85.56052194057678,-85.56052194057678
1994,1608 Hill Rise Drive,,Lexington,Nursing Home,Pine Meadows Post Acute,8592542402,KY,40504,,38.04684188,-84.53350917
1995,235 New Wilson Lane,,Middlesboro,Nursing Home,Middlesboro Nursing And Rehabilitation Facility,6062980091,KY,40965,,36.61154106,-83.75425742
1996,15 Audubon Plaza Drive,,Louisville,Nursing Home,Little Sisters Of The Poor - St. Joseph'S Home For The Aged,5026362300,KY,40217,,38.21429301,-85.72227942
1997,1705 Herr Lane,,Louisville,Nursing Home,Signature Healthcare At Jefferson Place Rehab & Wellness Center,5024265600,KY,40222,,38.27477439,-85.61969234
1998,2200 Stony Brook Drive,,Louisville,Nursing Home,The Springs At Stony Brook,5024914692,KY,40220,,38.21590706,-85.60162172
1999,105 Village Way,,Lebanon,Nursing Home,"The Village Of Lebanon Ii, Llc",2706929000,KY,40033,,37.561522,-85.26896075
2000,1381 Campbell Lane,,Bowling Green       ,Nursing Home,Magnolia Village Nursing And Rehabilitation Center,2708430587,KY,42104,,36.95391235,-86.44412896
2001,2885 New Hartford Road,,Owensboro,Nursing Home,Wellington Parc Of Owensboro,2706852374,KY,42303,,37.74762275,-87.0970648
2002,100 Veterans Drive,,Wilmore,Nursing Home,Thomson-Hood Veterans Center,8598582814,KY,40390,,37.87525674,-84.64718122
2003,1030 Kentontown Road,,Mount Olivet,Nursing Home,Robertson County Health Care Facility,6067245020,KY,41064,,38.53250097,-84.05358139
2004,62 Maude Road,,Inez,Nursing Home,Martin County Health Care Facility,6062980091,KY,41224,,-82.65728488514661,-82.65728488514661
2005,1505 South Dixie Street,,Horse Cave,Nursing Home,Signature Healthcare Of Hart County Rehab & Wellness Center,2707862200,KY,42749,,37.1602632,-85.92328937
2006,47 Margo Avenue,,Bardwell            ,Nursing Home,Countryside Center For Rehabilitation And Nursing,2706285424,KY,42023,,36.88064397,-89.00723923
2007,960 Highland Ave,,Fort Thomas,Nursing Home,Highlandspring Of Ft. Thomas,8595720660,KY,41075,,39.07309616,-84.46608671
2008,1820 Oakview Road,,Ashland,Nursing Home,Woodland Oaks,6063255200,KY,41101,,38.46829545,-82.64788423
2009,8005 Us Hwy 60 West,,Lewisport,Nursing Home,Heartland Villa Nursing And Rehabilitation Center,2702956756,KY,42351,,37.92569253,-86.88731635
2010,813 South Main Street,,Brownsville,Nursing Home,Edmonson Nursing And Rehabilitation Center,2705972335,KY,42210,,37.19050203,-86.25680082
2011,616 S Wallace Wilkinson Blvd.,,Liberty,Nursing Home,Liberty Care And Rehabilitation Center,6067876889,KY,42539,,37.30963919,-84.94164714
2012,300 Beech St.,,Kuttawa             ,Nursing Home,River'S Bend Retirement Community,2703882868,KY,42055,,37.06362034,-88.13139439
2013,300 Beech Street,,Kuttawa,Nursing Home,River'S Bend Retirement Community,2703882868,KY,42055,,37.06362034,-88.13139439
2014,1025 Euclid Avenue,,Paintsville,Nursing Home,Mountain Manor Of Paintsville,6067895808,KY,41240,,37.81722862,-82.78595313
2015,12100 Pinceland Spur,,Ashland,Nursing Home,Boyd Nursing And Rehabilitation,6069282963,KY,41102,,38.38523642,-82.74985173
2016,20 Howards Creek Road,,Sandy Hook,Nursing Home,Elliott Nursing And Rehabilitation,6067389400,KY,41171,,38.08257535,-83.12362841
2017,1800 Westen Avenue,,Bowling Green,Nursing Home,Christian Health Center,2707966643,KY,42104,,36.96290648,-86.44943904
2018,195 Berryman Road,,Frenchburg,Nursing Home,Menifee Meadows Nursing & Rehab Llc,6067689001,KY,40322,,37.92243071,-83.62201965
2019,305 Langdon Street,,Somerset,Nursing Home,Lake Cumberland Regional Hospital Special Care Unit,6066783323,KY,42503,,37.0849757,-84.6210369
2020,260 Hospital Drive,,South Williamson,Nursing Home,Tug Valley Arh Skilled Nursing Facility,6062371725,KY,41503,,37.67663511,-82.29606816
2021,308 West Maple Avenue,,Lancaster,Nursing Home,"Landmark Of Lancaster Rehabilitation And Nursing Center, Llc",8597926844,KY,40444,,37.62142518,-84.58572395
2022,6415 Calm River Way,,Louisville,Nursing Home,Glen Ridge Health Campus,5022978590,KY,40299,,38.15184965,-85.54978211
2023,440 Hopkinsville Street,,Greenville,Nursing Home,Owensboro Health Muhlenberg Community Hospital Long Term Care,2703388433,KY,42345,,37.19699255,-87.18877258
2024,1201 Pleasant Valley Road,,Owensboro,Nursing Home,The Transitional Care Center Of Owensboro,2706882000,KY,42303,,37.77305247,-87.06598905
2025,1043 Brooklyn Boulevard,,Berea,Nursing Home,The Terrace Nursing And Rehabilitation Center,8592280551,KY,40403,,37.59271062,-84.29629652
2026,1011 Old Highway 60,,Hardinsburg,Nursing Home,Breckinridge Memorial Nursing Facility,2707566578,KY,40143,,37.76680334,-86.44160522
2027,913 North Dixie Ave,,Elizabethtown,Nursing Home,Baptist Health Hardin,2707371212,KY,42701,,37.710481,-85.8765886
2028,1217 Us Highway 62 E,,Cynthiana,Nursing Home,Cedar Ridge Health Campus,8592342702,KY,41031,,38.3578522,-84.32997016
2029,1401 South 16Th Street,,Murray              ,Nursing Home,Spring Creek Post-Acute Rehabilitation Center,2707522900,KY,42071,,36.58901285,-88.32432564
2030,9700 Stonestreet Road,,Louisville,Nursing Home,Park Terrace Health Campus,5029956600,KY,40272,,38.11424248,-85.83844907
2031,85 North Grand Avenue,,Fort Thomas,Nursing Home,St. Elizabeth Ft. Thomas Snf,8595723211,KY,41075,,39.07859823,-84.46522224
2032,1 Medical Village Dr,,Edgewood,Nursing Home,St. Elizabeth Edgewood Snf,8593019980,KY,41017,,39.00798015,-84.56477548
2033,1301 N Race Street,,Glasgow             ,Nursing Home,Tj Samson Community Hospital,2706514458,KY,42141,,37.01141717,-85.90387873
