INDEX,FACILITY_TYPE,NAME,ADDRESS,CITY,ST,ZIP,ADMINISTRATOR,PHONE,OWNER
6218,CMS Provider/Clinician,Access Wellness Group,2401 Regency Rd,Lexington,KY,40503,,(859)309-0309,
6219,CMS Provider/Clinician,"Ellis And Badenhausen Orthopaedics, Psc","13151 Magisterial Dr, Suite 100",Louisville,KY,40223,,(502)587-12364222,
6220,CMS Provider/Clinician,"Professional Rehabilitation Associates, Psc",2117 Rocky Dr,Paris,KY,40361,,(859)988-5005,
6221,CMS Provider/Clinician,"Taylor Regional Medical Group, Llc",91 Kingswood Dr,Campbellsville,KY,42718,,(270)789-6175,
6222,CMS Provider/Clinician,"Taylor Regional Medical Group, Llc",125 Kingswood Dr,Campbellsville,KY,42718,,(270)789-1112,
6226,CMS Provider/Clinician,Informe Healthcare In Llc,745 N Swope St,Greenfield,IN,46140,,(317)462-9221,
6228,CMS Provider/Clinician,United Memorial Medical Center,1106 Balmoral Dr,Louisville,KY,40205,,(585)343-6030,
6229,CMS Provider/Clinician,Palm Desert Radiology Medical Group Inc,1106 Balmoral Dr,Louisville,KY,40205,,(760)580-3850,
6230,CMS Provider/Clinician,Advanced Radiology P A,1106 Balmoral Dr,Louisville,KY,40205,,(443)436-1100,
6231,CMS Provider/Clinician,Red River Consultants Inc,1106 Balmoral Dr,Louisville,KY,40205,,(318)212-4550,
6232,CMS Provider/Clinician,Specialists In Medical Imaging Sc,1106 Balmoral Dr,Louisville,KY,40205,,(309)671-8282,
6233,CMS Provider/Clinician,Regents Of The Univ Of Ca,1106 Balmoral Dr,Louisville,KY,40205,,(925)595-1100,
6234,CMS Provider/Clinician,Sonoran Radiology Ltd,1106 Balmoral Dr,Louisville,KY,40205,,(832)915-2534,
6235,CMS Provider/Clinician,Radiology Associates Of Muncie Inc,1106 Balmoral Dr,Louisville,KY,40205,,(903)663-4800,
6236,CMS Provider/Clinician,Mary Imogene Bassett Hospital,1106 Balmoral Dr,Louisville,KY,40205,,(607)547-3456,
6237,CMS Provider/Clinician,Virtual Radiologic Professionals Llc,1106 Balmoral Dr,Louisville,KY,40205,,(952)595-1100,
6238,CMS Provider/Clinician,Atlantic Radiology Associates Llc,1106 Balmoral Dr,Louisville,KY,40205,,(952)595-1100,
6239,CMS Provider/Clinician,Fred Smeltzer Md And Associates Inc,1106 Balmoral Dr,Louisville,KY,40205,,(952)595-1100,
6240,CMS Provider/Clinician,North Georgia Radiology,1106 Balmoral Dr,Louisville,KY,40205,,(706)271-0100,
6241,CMS Provider/Clinician,Roach Fisher And Roach Pllc,129 S Winter St,Midway,KY,40347,,(859)846-4453,
6242,CMS Provider/Clinician,Community Medical Associates Inc,"210 E Gray St, Suite 1105",Louisville,KY,40202,,(502)583-1697,
6245,CMS Provider/Clinician,Prodigal Ministries Llc,4414 Old Lagrange Rd,Buckner,KY,40010,,(502)222-2389,
6246,CMS Provider/Clinician,Theraplay Llc,4651 W Vernal Pike,Bloomington,IN,47404,,(812)332-7529,
6253,CMS Provider/Clinician,Fuller Physical Therapy,358 S Main St,Leitchfield,KY,42754,,(270)259-0551,
6254,CMS Provider/Clinician,Kentucky Orthopedic Rehabilitation Llc,"235 Boggs Ln, Suite 9",Richmond,KY,40475,,(859)972-8630,
6255,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,"7481 N Shadeland Ave, Suite A",Indianapolis,IN,46250,,(463)209-8503,
6256,CMS Provider/Clinician,St Vincent Physician Services Hospital And Health Care Center,"8205 E 56Th St, Suite 250",Indianapolis,IN,46216,,(317)338-6701,
6259,CMS Provider/Clinician,Myeyedr Optometry Of Indiana Llc,6735 S Emerson Ave,Indianapolis,IN,46237,,(317)783-1355,
6260,CMS Provider/Clinician,Myeyedr Optometry Of Indiana Llc,1130 Washington St,Columbus,IN,47201,,(812)379-9893,
6261,CMS Provider/Clinician,Bourbon Physician Practice Llc,22 Clinic Dr,Paris,KY,40361,,(859)987-0074,
6265,CMS Provider/Clinician,Recover Together Inc,"1101 N Jim Day Rd, Suite 109",Salem,IN,47167,,(800)683-8313,
6266,CMS Provider/Clinician,Advantage Eye Care Pllc,102 N 6Th St,Rockport,IN,47635,,(270)683-2020,
6270,CMS Provider/Clinician,Fast Pace Medical Clinic Pllc,1202 E Tipton St,Seymour,IN,47274,,(812)672-4933,
6271,CMS Provider/Clinician,Fc Indiana Llc,1202 E Tipton St,Seymour,IN,47274,,(812)672-4933,
6272,CMS Provider/Clinician,Total Care Family Practice Rick Bobay Llc,1705 Stevens Ave,Louisville,KY,40205,,(812)284-2273,
6273,CMS Provider/Clinician,Rehabilitation And Performance Institute Psc,412 E 2Nd St,Owensboro,KY,42303,,(270)926-8145,
6276,CMS Provider/Clinician,Baptist Health Medical Group Inc,6580 Kenwood Crossing Rd,Crestwood,KY,40014,,(502)241-1660,
6277,CMS Provider/Clinician,Casey County Hospital District,187 Wolford Ave,Liberty,KY,42539,,(606)787-62751167,
6280,CMS Provider/Clinician,Community Medical Associates Inc,7926 Preston Hwy,Louisville,KY,40219,,(502)964-4357,
6281,CMS Provider/Clinician,"Fast Pace Kentucky, Pllc",480 Indian Mound Dr,Mt Sterling,KY,40353,,(859)398-2001,
6283,CMS Provider/Clinician,Martin County Urgent Care Llc,104 Wood St,Loogootee,IN,47553,,(812)296-4242,
6286,CMS Provider/Clinician,Little Company Of Mary Hospital Of Indiana Inc,4 W Vine St,Dale,IN,47523,,(812)937-7140,
6287,CMS Provider/Clinician,Little Company Of Mary Hospital Of Indiana Inc,"4 W Vine St, Memorial Hospital And Heal",Dale,IN,47523,,(812)937-7140,
6288,CMS Provider/Clinician,"Fast Pace Kentucky, Pllc",340 Hwy 44 E,Shepherdsville,KY,40165,,(502)215-8422,
6289,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,185 Adam Shepherd Pkwy,Shepherdsville,KY,40165,,(502)921-5450,
6290,CMS Provider/Clinician,Community Mental Health Center Inc.,"9127 Oxford Pike, Suite A",Brookville,IN,47012,,(765)647-4173,
6291,CMS Provider/Clinician,Community Mental Health Center Inc.,"28208 State Route 1, Suite 101",West Harrison,IN,47060,,(812)576-1600,
6292,CMS Provider/Clinician,Advanced Physical Therapy Llc,"2656 E Main St, Suite 165",Plainfield,IN,46168,,(219)213-7030,
6299,CMS Provider/Clinician,Franciscan Physician Network,"123 2Nd St, Suite B",Columbus,IN,47201,,(317)859-5252,
6302,CMS Provider/Clinician,Centerstone Of Indiana Inc,"1156 Old State Rd, Suite 46",Nashville,IN,47448,,(812)988-2258,
6304,CMS Provider/Clinician,Vip Community Health Llc,503 Humston Dr,Lawrenceburg,KY,40342,,(502)353-0102,
6305,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,550 N University Blvd,Indianapolis,IN,46202,,(317)274-8660,
6306,CMS Provider/Clinician,American Health Network Of Indiana Llc,1850 State St,New Albany,IN,47150,,(812)944-7701,
6307,CMS Provider/Clinician,Columbus Radiology Physicians Llc,2326 18Th St,Columbus,IN,47201,,(812)376-5064,
6308,CMS Provider/Clinician,Community Medical Associates Inc,210 E Gray St,Louisville,KY,40202,,(502)629-5400,
6309,CMS Provider/Clinician,"Nephrology Associates, Llc",555 W Longest St,Paoli,IN,47454,,(812)723-3571,
6310,CMS Provider/Clinician,"Nephrology Associates, Llc","671 3Rd Ave, Suite A",Jasper,IN,47546,,(812)482-1791,
6311,CMS Provider/Clinician,Franciscan Physician Network,"7825 Mcfarland Lane, Suite A",Indianapolis,IN,46237,,(317)787-9471,
6312,CMS Provider/Clinician,"Goben Chiropractic Offices, Pllc",700 Gagel Ave,Louisville,KY,40216,,(502)366-7386,
6313,CMS Provider/Clinician,"Goben Chiropractic Offices, Pllc",700 Gagel Ave,Louisville,KY,40216,,(nan)-,
6319,CMS Provider/Clinician,Baptist Health Medical Group Inc,"950 Breckenridge Ln, Suite 10",Louisville,KY,40207,,(502)894-9499,
6320,CMS Provider/Clinician,Summit Medical Group Inc,"98 Elm St, 330 St Elizabeth Physician",Lawrenceburg,IN,47025,,(812)537-9100,
6322,CMS Provider/Clinician,Lucidsolutions Inc,11231 Nutwood Rd,Louisville,KY,40223,,(614)340-7740,
6323,CMS Provider/Clinician,Radiology Associates Of Southwest Louisiana,11231 Nutwood Rd,Louisville,KY,40223,,(312)724-8477,
6324,CMS Provider/Clinician,Concord Radiology Pllc,11231 Nutwood Rd,Louisville,KY,40223,,(888)264-0330,
6325,CMS Provider/Clinician,Retina And Vitreous Associates Of Kentucky Pllc,120 N Eagle Creek Dr,Lexington,KY,40509,,(859)263-3900,
6327,CMS Provider/Clinician,Deer Oaks Illinois Llc,11050 Presbyterian Dr,Indianapolis,IN,46236,,(210)615-3460,
6328,CMS Provider/Clinician,Owensboro Health Medical Group Inc,1201 Pleasant Valley Rd,Owensboro,KY,42303,,(270)417-4700,
6332,CMS Provider/Clinician,Harmonic Medical Group Of New Jersey Pc,"150 W Market St, 400 Hmg Of New Jersey P.C.",Indianapolis,IN,46204,,(302)985-9413,
6333,CMS Provider/Clinician,Harmonic Medical Group Of New Jersey Pc,"828 Lane Allen Rd, Suite 219",Lexington,KY,40504,,(302)985-9413,
6340,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,"105 Ponder Ct, Suite 104",Danville,KY,40422,,(859)236-4216,
6341,CMS Provider/Clinician,X-Ray Physicians Of Shelbyville Pc,7788 E 550,Needham,IN,46162,,(903)663-4800,
6342,CMS Provider/Clinician,Indiana University Health Inc,8820 S Meridian St,Indianapolis,IN,46217,,(nan)-,
6343,CMS Provider/Clinician,United Behavioral Health Associates Pllc,"1021 Majestic Dr, Suite 100",Lexington,KY,40513,,(859)278-1162,
6346,CMS Provider/Clinician,Psf Pllc,"2008 Merchant Dr, Suite 11",Richmond,KY,40475,,(800)999-1249,
6352,CMS Provider/Clinician,Hand And Wrist Of Louisville Pllc,2400 Eastpoint Pkwy,Louisville,KY,40223,,(502)409-6898,
6353,CMS Provider/Clinician,Mercy Health Physicians Cincinnati Specialty Care Llc,"360 Walnut St, The Heart Institute Lawre",Lawrenceburg,IN,47025,,(812)539-4722,
6357,CMS Provider/Clinician,University Of Kentucky,830 S Limestone,Lexington,KY,40536,,(859)323-0303,
6363,CMS Provider/Clinician,Back To Basics Chiropractic Llc,1420 Hustonville Rd,Danville,KY,40422,,(859)236-5562,
6366,CMS Provider/Clinician,Kidney And Hypertension Consultants Pc,"7830 Madison Ave, Suite B",Indianapolis,IN,46227,,(nan)-,
6367,CMS Provider/Clinician,Kidney And Hypertension Consultants Pc,"7830 S Madison Ave, Suite B",Indianapolis,IN,46227,,(nan)-,
6368,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,405 Danville St,Lancaster,KY,40444,,(859)792-2124,
6374,CMS Provider/Clinician,"Physical Therapy Associates, Inc",505 High St,Brandenburg,KY,40108,,(270)360-9129,
6375,CMS Provider/Clinician,Family Medical Center Of Hart Co,205 Washington St,Munfordville,KY,42765,,(270)524-7800,
6377,CMS Provider/Clinician,Southeastern Emergency Physicians Llc,1850 Bluegrass Ave,Louisville,KY,40215,,(502)361-6000,
6384,CMS Provider/Clinician,Owensboro Health Medical Group Inc,912 Wallace Ave,Leitchfield,KY,42754,,(nan)-,
6386,CMS Provider/Clinician,Louisville Orthopaedic Clinic And Sports Rehabilitation Center Psc,4130 Dutchmans Ln,Louisville,KY,40207,,(502)897-1794,
6387,CMS Provider/Clinician,Emergency Professionals Of Indiana Pc,411 W Tipton St,Seymour,IN,47274,,(812)522-2349,
6389,CMS Provider/Clinician,Transformations Hope For Today'S Families Llc,"4010 Dupont Cir, Suite 582",Louisville,KY,40207,,(502)899-5411,
6395,CMS Provider/Clinician,Community Medical Associates Inc,"601 S Floyd St, Suite 500",Louisville,KY,40202,,(502)629-1515,
6400,CMS Provider/Clinician,Brooks Family Medical Llc,2233 Lower Hunters Trce,Louisville,KY,40216,,(502)357-9211,
6402,CMS Provider/Clinician,Indiana University Health Care Associates Inc,"1700 W 10Th St, The Indiana Clinic",Indianapolis,IN,46222,,(317)636-4000,
6407,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,211 W Oak St,Louisville,KY,40203,,(502)589-3211,
6408,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,936 Barret Ave,Louisville,KY,40204,,(502)584-7417,
6409,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,923 Eastern Star Ct,Louisville,KY,40204,,(502)451-3535,
6410,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,2000 Newburg Rd,Louisville,KY,40205,,(855)241-4685,
6411,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,3701 Frankfort Ave,Louisville,KY,40207,,(502)259-9627,
6412,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,4600 Bowling Blvd,Louisville,KY,40207,,(502)281-0576,
6413,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,7504 Westport Rd,Louisville,KY,40222,,(502)736-7800,
6420,CMS Provider/Clinician,Psf Pllc,485 S Landmark Ave,Bloomington,IN,47403,,(812)334-1198,
6421,CMS Provider/Clinician,Greenwood Family Chiropractic Llc,"520 N State Rd, 135 Suite R",Greenwood,IN,46142,,(317)893-2853,
6422,CMS Provider/Clinician,"Frankfort Chiropractic Center East, Pllc","201 Brighton Blvd, Suite 4",Frankfort,KY,40601,,(502)695-4455,
6423,CMS Provider/Clinician,Kentucky Psychiatry Llc,801 Barret Ave,Louisville,KY,40204,,(270)205-4585,
6424,CMS Provider/Clinician,Franciscan Physician Network,965 Emerson Pkwy,Greenwood,IN,46143,,(317)528-4262,
6425,CMS Provider/Clinician,Franciscan Physician Network,"965 Emerson Pkwy, Suite J",Greenwood,IN,46143,,(317)887-1060,
6426,CMS Provider/Clinician,Bluegrass Behavioral Health And Consulting Services,"601 Doe Run Dr, Suite 5",Mt Sterling,KY,40353,,(859)432-3055,
6427,CMS Provider/Clinician,Ppl Therapeutic Services Pllc,2701 Magnolia Springs Dr,Lexington,KY,40511,,(859)410-6575,
6432,CMS Provider/Clinician,"Psychology Resource Group, Pllc","7400 New Lagrange Rd, Suite 301",Louisville,KY,40222,,(502)394-9990,
6433,CMS Provider/Clinician,Healthtap Medical Group Pc,"135 N Pennsylania St, Suite 1610",Indianapolis,IN,46204,,(912)244-9474,
6434,CMS Provider/Clinician,Baptist Health Medical Group Inc,"1700 Nicholasville Rd, Suite 703",Lexington,KY,40503,,(859)260-4390,
6443,CMS Provider/Clinician,Empact Midwest Llc,464 Linden Ave,Harrodsburg,KY,40330,,(859)734-5441,
6444,CMS Provider/Clinician,Southern Indiana Radiological Associates Inc,429 S Landmark Ave,Bloomington,IN,47403,,(812)332-8242,
6445,CMS Provider/Clinician,Podiatry Associates Of Indiana Pc,"9670 E Washington St, Suite 215",Indianapolis,IN,46229,,(317)452-8717,
6447,CMS Provider/Clinician,Indiana University Radiology Associates Inc,6313 Innisbrook Dr,Prospect,KY,40059,,(502)533-3919,
6448,CMS Provider/Clinician,Knoppandflynn Chiropractic Center Psc,1451 Hwy 44 E,Shepherdsville,KY,40165,,(502)543-5240,
6449,CMS Provider/Clinician,Jane Todd Crawford Memorial Hospital Inc.,290 Industrial Park Rd,Greensburg,KY,42743,,(270)932-4211,
6450,CMS Provider/Clinician,"Shc Medical Partners Of Kentucky, Llc",3300 Tates Creek Rd,Lexington,KY,40502,,(859)266-2126,
6452,CMS Provider/Clinician,Glutality Provider Group Pa,"9850 Von Allmen Ct, Suite 201",Louisville,KY,40241,,(561)678-2026,
6453,CMS Provider/Clinician,Dermatology Inc.,875 Airport Pkwy,Greenwood,IN,46143,,(317)926-3739,
6457,CMS Provider/Clinician,"Kentucky Rehabilitation Services, Inc.","2010 N Bend Rd, Suite 600",Hebron,KY,41048,,(859)594-5220,
6458,CMS Provider/Clinician,Monesmith And Wood Oral And Maxillofacial Surgery Pc,2005 Saint Charles St,Jasper,IN,47546,,(812)482-2280,
6463,CMS Provider/Clinician,"University Vascular Surgery, Inc",1111 Ronald Reagan Pkwy,Avon,IN,46123,,(317)962-0280,
6467,CMS Provider/Clinician,Hand Surgery Associates Of Indiana Inc,"8820 S Meridian St, Suite 235",Indianapolis,IN,46217,,(317)875-9105,
6468,CMS Provider/Clinician,Norton Childrens Medical Group Llc,"9880 Angies Way, Suite 205",Louisville,KY,40241,,(502)394-5678,
6469,CMS Provider/Clinician,Vohra Post Acute Care Physicians Of The East Pa,101 Fairgrounds Rd,Hardinsburg,KY,40143,,(270)756-2159,
6470,CMS Provider/Clinician,Vohra Post Acute Care Physicians Of The East Pa,211 W Oak St,Louisville,KY,40203,,(502)589-3211,
6471,CMS Provider/Clinician,Atchison Eyecare Inc,1537 J St,Bedford,IN,47421,,(812)675-0890,
6472,CMS Provider/Clinician,Indianapolis Neurosurgical Group Pc,"426 S Alabama St, Suite 200",Indianapolis,IN,46225,,(317)396-1300,
6474,CMS Provider/Clinician,"Downey Eye Clinic, Pllc",1463 Campbellsville Rd,Columbia,KY,42728,,(270)384-6043,
6476,CMS Provider/Clinician,Community Medical Associates Inc,"4130 Dutchmans Ln, Suite 400",Louisville,KY,40207,,(502)897-0697,
6477,CMS Provider/Clinician,Precision Eye Group Pc,322 S Woodscrest Dr,Bloomington,IN,47401,,(812)332-2020,
6478,CMS Provider/Clinician,Wellqor Psychological Services Pc,333 N Alabama St,Indianapolis,IN,46204,,(646)687-4646,
6483,CMS Provider/Clinician,Cep America - Neurology Pc,1431 Tyler Park Dr,Louisville,KY,40204,,(510)340-5539,
6485,CMS Provider/Clinician,Kidney Care Consultants Psc,8037 Dixie Hwy,Louisville,KY,40258,,(502)425-9121,
6487,CMS Provider/Clinician,Valley Physician Services Pc,2217 Grove Hill Pl,Louisville,KY,40207,,(201)447-8000,
6488,CMS Provider/Clinician,Radiology Associates Of South Carolina Llc,2217 Grove Hill Pl,Louisville,KY,40207,,(469)757-1042,
6489,CMS Provider/Clinician,Raleigh Radiology Llc,2217 Grove Hill Pl,Louisville,KY,40207,,(919)781-1437,
6491,CMS Provider/Clinician,Owensboro Health Medical Group Inc,1201 Pleasant Valley Rd,Owensboro,KY,42303,,(270)417-7500,
6492,CMS Provider/Clinician,Owensboro Health Medical Group Inc,811 E Parrish Ave,Owensboro,KY,42303,,(nan)-,
6494,CMS Provider/Clinician,"Family Health Center Of Clark County, Inc",1319 Duncan Ave,Jeffersonville,IN,47130,,(812)283-2308,
6495,CMS Provider/Clinician,"Family Health Center Of Clark County, Inc","1319 Duncan Ave, Family Health Center Of Southern India",Jeffersonville,IN,47130,,(nan)-,
6499,CMS Provider/Clinician,Community Medical Associates Inc,"4123 Dutchmans Ln, Suite 601",Louisville,KY,40207,,(502)423-9595,
6501,CMS Provider/Clinician,Ak Healthcare Management Inc.,"3600 Frederica St, Suite Aandb",Owensboro,KY,42301,,(270)684-0023,
6502,CMS Provider/Clinician,University Of Louisville Physicians Inc,"9569 Taylorsville Rd, Suite 109",Louisville,KY,40299,,(502)261-0655,
6504,CMS Provider/Clinician,Ppl Therapeutic Services Pllc,4250 Glenn Ave,Covington,KY,41015,,(859)431-2244,
6507,CMS Provider/Clinician,Community Medical Associates Inc,"438 Adam Shepherd Pkwy, Suite 1",Shepherdsville,KY,40165,,(502)543-1055,
6508,CMS Provider/Clinician,Sports Medicine Surgical Specialists Pllc,"6400 Dutchmans Pkwy, Suite 215",Louisville,KY,40205,,(502)721-8288,
6510,CMS Provider/Clinician,Myeyedr Optometry Of Kentucky Pllc,"705 Buttermilk Pike, Suite 100",Crescent Springs,KY,41017,,(859)341-3937,
6517,CMS Provider/Clinician,Thrive Counseling Llc,"429 N Pennsylvania St, Suite 300H",Indianapolis,IN,46204,,(855)284-7483,
6519,CMS Provider/Clinician,Bourbon Physician Practice Llc,8 Linville Dr,Paris,KY,40361,,(nan)-,
6520,CMS Provider/Clinician,Bourbon Physician Practice Llc,1210 Ky Hwy 36 E,Cynthiana,KY,41031,,(859)340-1377,
6523,CMS Provider/Clinician,Baptist Health Medical Group Inc,789 Eastern Bypass,Richmond,KY,40475,,(nan)-,
6529,CMS Provider/Clinician,Theoria Medical,155 E Burks Dr,Bloomington,IN,47401,,(248)660-1220,
6530,CMS Provider/Clinician,"The Therapy Source, Inc.",600 Rodeo Dr,Erlanger,KY,41018,,(513)574-5400,
6532,CMS Provider/Clinician,Community Medical Associates Inc,9342 Cedar Ctr Way,Louisville,KY,40291,,(502)629-1515,
6534,CMS Provider/Clinician,"Prorehab Louisville, Llc","1257 S Hurstbourne Pkwy, Suite 220",Louisville,KY,40222,,(502)576-3280,
6536,CMS Provider/Clinician,Baptist Health Medical Group Inc,"2716 Old Rosebud Rd, Suite 350",Lexington,KY,40509,,(859)543-1577,
6537,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,1650 Bryan Station Rd,Lexington,KY,40505,,(859)977-2096,
6538,CMS Provider/Clinician,Baptist Health Medical Group Inc,2108 Nicholasville Rd,Lexington,KY,40503,,(nan)-,
6542,CMS Provider/Clinician,Baptist Health Medical Group Inc,"4001 Kresge Way, Suite 210",Louisville,KY,40207,,(502)895-1995,
6547,CMS Provider/Clinician,Live Well Orthopedic Care Llc,8442 Dixie Hwy,Louisville,KY,40258,,(502)286-4644,
6548,CMS Provider/Clinician,Owensboro Health Medical Group Inc,9847 Elizabethtown Rd,Big Clifty,KY,42712,,(270)242-2000,
6549,CMS Provider/Clinician,"Foot And Ankle Care, Psc","6407 Preston Hwy, Suite 1",Louisville,KY,40219,,(502)409-5580,
6550,CMS Provider/Clinician,Ansert Foot And Ankle Center P.S.C.,"2315 Green Valley Rd, Suite 200",New Albany,IN,47150,,(812)949-1002,
6552,CMS Provider/Clinician,Elite Internal Medicine,10501 Fischer Park Dr,Louisville,KY,40241,,(502)713-1332,
6553,CMS Provider/Clinician,"Advanced Eye Care Center, Psc",107 Crosswind Ctr Path,Georgetown,KY,40324,,(502)863-6393,
6557,CMS Provider/Clinician,One Cross Health Clinic Inc,"102 Winston Way, Suite 5",Campbellsville,KY,42718,,(270)789-0034,
6558,CMS Provider/Clinician,Mark G Schweitzer Dc Psc,"20 N Grand Ave, Suite 12",Fort Thomas,KY,41075,,(859)441-8800,
