INDEX,FACILITY_TYPE,NAME,ADDRESS,CITY,ST,ZIP,PHONE,ADMINISTRATOR,OWNER,LICENSE_NO,LICENSE_EXPIRATION,BEDS,long,lat
3333,Physician Office Laboratories,Jeffrey L Riney Md & Associates Pllc,2413 New Holt Road,Paducah,KY,42001,(270) 558-0770,,,N/A,N/A,N/A,-88.69466914,37.06470572
3334,Physician Office Laboratories,Jencare Neighborhood Medical,2406 West Broadway,Louisville,KY,40211,(305) 653-1770,,,N/A,N/A,N/A,-85.79173544,38.24928359
3335,Physician Office Laboratories,Jencare Neighborhood Medical,"8019 Dixie Highway, Suite 101",Louisville,KY,40258,(305) 653-1770,,,N/A,N/A,N/A,-85.84430404,38.13568061
3336,Physician Office Laboratories,Jencare Neighborhood Medical,1918 Hikes Lane,Louisville,KY,40218,(305) 653-1770,,,N/A,N/A,N/A,-85.66513895,38.19550515
3337,Physician Office Laboratories,Jencare Senior Medical Center,3939 Seventh Street Rd,Louisville,KY,40216,(502) 883-6800,,,N/A,N/A,N/A,-85.80522224,38.19359809
3338,Physician Office Laboratories,Jenkins Family Clinic Llc,853 Lakeside Drive,Jenkins,KY,41537,(606) 832-0023,,,N/A,N/A,N/A,-82.6345056,37.170391
3339,Physician Office Laboratories,Jennie Stuart Dermatology,10755 Eagle Way  Ste 202,Hopkinsville,KY,42240,(270) 887-5640,Tanner Parent,,N/A,N/A,N/A,-87.47419287,36.81803604
3340,Physician Office Laboratories,Jennie Stuart Family Health Dept Of Jennie,227 Burley Avenue,Hopkinsville,KY,42240,(270) 887-6565,,,N/A,N/A,N/A,-87.50756308,36.82547148
3341,Physician Office Laboratories,"Jennie Stuart Obstetrics & Gynecology,",251 Hopkinsville Rd,Russellville,KY,42276,(270) 887-9058,,,N/A,N/A,N/A,-86.9029087,36.843149
3342,Physician Office Laboratories,Jennie Stuart Urology A Department Of,1717 High St Suite 3,Hopkinsville,KY,42240,(270) 886-5141,,,N/A,N/A,N/A,-87.49432444,36.86143607
3343,Physician Office Laboratories,Jerome A Dixon Do Psc,150 West Bear Track Road,Campbellsville,KY,42718,(270) 465-8133,,,N/A,N/A,N/A,-85.34393832,37.3676506
3344,Physician Office Laboratories,Jessamine Medical Center,110 Village Parkway,Nicholasville,KY,40356,(859) 887-2484,Wayne Marlow,,N/A,N/A,N/A,-84.56285614,37.89766063
3345,Physician Office Laboratories,"John F Simpson, Jr, Psc","989 Governors Lane, Ste 180",Lexington,KY,40513,(859) 554-8265,,,N/A,N/A,N/A,-84.55796947,38.02018202
3346,Physician Office Laboratories,John K Garner Md Psc,120 State Ave,Glasgow,KY,42141,(270) 629-5600,,,N/A,N/A,N/A,-85.90656822,37.01393279
3347,Physician Office Laboratories,John P Oliphant Md Pllc,3427 Stony Spring Circle,Louisville,KY,40220,(502) 493-9994,John Oliphant,,N/A,N/A,N/A,-85.60391016,38.20033638
3348,Physician Office Laboratories,Jolyn Gaither Behavioral Healthcare Services,1941 Bishop Lane Suite 506,Louisville,KY,40218,(502) 295-0199,,,N/A,N/A,N/A,-85.6830215,38.20276264
3349,Physician Office Laboratories,Jomon Wellness Llc,132 Frontier Blvd Suite 103,Stanford,KY,40484,(859) 287-2949,,,N/A,N/A,N/A,,
3350,Physician Office Laboratories,"Julene B, Samuels, Md Psc",9419 Nolton Commons Blvd #101,Prospect,KY,40059,(502) 897-9411,,,N/A,N/A,N/A,-85.56674899,38.32478498
3351,Physician Office Laboratories,K G Sahetya Md Psc,427 Us 31-W By-Pass,Bowling Green,KY,42101,(270) 796-8800,K. G. Sahetya,,N/A,N/A,N/A,-86.42636246,36.99471035
3352,Physician Office Laboratories,Kaplan Barron Pediatrics,4117 Browns Ln,Louisville,KY,40220,(502) 452-6337,,,N/A,N/A,N/A,-85.62496775,38.22033098
3353,Physician Office Laboratories,"Katherine D Carias, Md, Inc Dba Asthma & Allergy A",2501 Lexington Avenue,Ashland,KY,41101,(606) 324-7704,,,N/A,N/A,N/A,-82.63193696,38.46840398
3354,Physician Office Laboratories,Kch Congenital Heart Clinic,740 S Limestone Suite L203,Lexington,KY,40536,(859) 323-6754,,,N/A,N/A,N/A,,
3355,Physician Office Laboratories,Kd Ashland Family Medicine,2340 Carter Ave,Ashland,KY,41101,(606) 325-9644,,,N/A,N/A,N/A,-82.63085369,38.47290718
3356,Physician Office Laboratories,Kd Ashland Primary Care,2028 Winchester Ave,Ashland,KY,41101,(606) 326-9001,,,N/A,N/A,N/A,-82.63473354,38.47616152
3357,Physician Office Laboratories,Kd Bellefonte Pc And Pediatrics,1000 Ashland Dr Suite 102,Ashland,KY,41101,(606) 408-0220,,,N/A,N/A,N/A,-82.69059241,38.50451347
3358,Physician Office Laboratories,Kd Bellefonte Peds,1109 Bellefonte Rd,Flatwoods,KY,41139,(606) 836-8086,,,N/A,N/A,N/A,-82.72277237,38.51571662
3359,Physician Office Laboratories,Kd Carter County Primary Care,"105 State Highway 1947, Suite A",Grayson,KY,41143,(606) 898-5080,,,N/A,N/A,N/A,-82.94279809,38.34681352
3360,Physician Office Laboratories,Kd Cornerstone Primary Care,1816 Carter Avenue,Ashland,KY,41101,(606) 920-9595,,,N/A,N/A,N/A,-82.63784471,38.47643288
3361,Physician Office Laboratories,Kd Dermatology Ashland,1200 Central Avenue Suite 4,Ashland,KY,41101,(606) 329-2612,,,N/A,N/A,N/A,-82.64559792,38.4789902
3362,Physician Office Laboratories,Kd Flatwoods Primary Care 2,2420 Argillite Rd Suite B,Flatwoods,KY,41139,(606) 836-3900,,,N/A,N/A,N/A,-82.722621,38.51670157
3363,Physician Office Laboratories,Kd Greenup Primary Care,1629 Ashland Rd,Greenup,KY,41144,(606) 473-0687,,,N/A,N/A,N/A,-82.8079305,38.560965
3364,Physician Office Laboratories,Kd Henry Adkins Primary Care,105 St Hwy 1947 Suite B,Grayson,KY,41143,(606) 474-7808,,,N/A,N/A,N/A,-82.94279809,38.34681352
3365,Physician Office Laboratories,Kd Oncology Paintsville,354 N Mayo Trail,Paintsville,KY,41240,(606) 372-0221,,,N/A,N/A,N/A,-82.8157623,37.8166444
3366,Physician Office Laboratories,Kd Oncology Russell,122 St Christopher Dr,Ashland,KY,41101,(606) 836-0202,,,N/A,N/A,N/A,-82.69376479,38.50919916
3367,Physician Office Laboratories,Kd Outpatient Wellness Clinic,2301 Lexington Ave Suite 125,Ashland,KY,41102,(606) 408-7800,,,N/A,N/A,N/A,-82.63416446,38.46952898
3368,Physician Office Laboratories,Kd Pediatrics 29Th St,2910 Carter Avenue,Ashland,KY,41101,(606) 324-7337,,,N/A,N/A,N/A,-82.62431117,38.46908334
3369,Physician Office Laboratories,Kd Region Endo Ashland,613 23Rd St,Ashland,KY,41101,(606) 833-1010,,,N/A,N/A,N/A,-82.6329899,38.47120507
3370,Physician Office Laboratories,Kd Russell Heart Failure Clinic,1180 St Christopher Drive,Ashland,KY,41101,(606) 833-6397,,,N/A,N/A,N/A,-82.69468697,38.50620874
3371,Physician Office Laboratories,Kd Team Health,2301 Lexington Ave Ste 215,Ashland,KY,41101,(606) 408-4911,,,N/A,N/A,N/A,-82.63416446,38.46952898
3372,Physician Office Laboratories,Kdmc Bellefonte Center For Outpatient Services,1000 Ashland Dr,Ashland,KY,41101,(606) 408-5834,,,N/A,N/A,N/A,-82.69059241,38.50451347
3373,Physician Office Laboratories,Kdmc Outreach - Dr Angela Lewis,1021 Kenwood Dr,Russell,KY,41169,(606) 836-1954,,,N/A,N/A,N/A,-82.69377477,38.51371075
3374,Physician Office Laboratories,Kdms Bellefonte Cardiology,800 St Christopher Drive,Ashland,KY,41101,(606) 836-9613,,,N/A,N/A,N/A,-82.6950725,38.50740161
3375,Physician Office Laboratories,Kdms Endocrinology,1200 Central Avenue Suite 3,Ashland,KY,41101,(606) 325-1894,,,N/A,N/A,N/A,-82.64559792,38.4789902
3376,Physician Office Laboratories,Kdms Urology,"336 29Th Street, Suite 101",Ashland,KY,41101,(606) 324-4404,Timothy Dixon,,N/A,N/A,N/A,-82.62490053,38.46872628
3377,Physician Office Laboratories,Kdms-Ob-Gyn,2245 Winchester Avenue Ste 1,Ashland,KY,41101,(606) 324-2554,,,N/A,N/A,N/A,-82.63142663,38.47463364
3378,Physician Office Laboratories,Kent L Davis Md,274 East Main,Paris,KY,40361,(606) 987-6230,,,N/A,N/A,N/A,-84.23981097,38.21804803
3379,Physician Office Laboratories,"Kentuckiana Ear, Nose And Throat, Psc",6420 Dutchman'S Parkway Ste 380,Louisville,KY,40205,(502) 894-8441,,,N/A,N/A,N/A,-85.64117863,38.23012384
3380,Physician Office Laboratories,"Kentuckiana Ear, Note & Throat, Psc","9850 Von Allmen Court, Suite 104",Louisville,KY,40241,(502) 894-8441,,,N/A,N/A,N/A,-85.56945322,38.31281309
3381,Physician Office Laboratories,Kentuckiana Pain Specialists,"3710 Chamberlain Lane, Suite A",Louisville,KY,40241,(502) 995-4004,,,N/A,N/A,N/A,-85.54515227,38.30115017
3382,Physician Office Laboratories,Kentucky Cardiology,161 N Eagle Creek Dr Suite 400,Lexington,KY,40509,(859) 226-0031,,,N/A,N/A,N/A,-84.44034142,38.00031137
3383,Physician Office Laboratories,Kentucky Children'S Diagnostic And Infusion Clinic,"740 South Limestone Street,  Kc Wing D, L230",Lexington,KY,40536,(859) 562-0474,,,N/A,N/A,N/A,,
3384,Physician Office Laboratories,Kentucky Children'S Richmond Road,1900 Richmond Road,Lexington,KY,40502,(859) 218-1900,,,N/A,N/A,N/A,-84.47017877,38.02262917
3385,Physician Office Laboratories,Kentucky Christian Recovery Lab Services,263 Huntsville Quality Rd Suite B,Morgantown,KY,42261,(270) 934-2024,,,N/A,N/A,N/A,,
3386,Physician Office Laboratories,Kentucky Clinic Frankfort,601 Chamberlin Avenue,Frankfort,KY,40601,(859) 218-8728,,,N/A,N/A,N/A,-84.91336724,38.16089839
3387,Physician Office Laboratories,Kentucky College Of Optometry,810 Hambley Blvd,Pikeville,KY,41501,(606) 218-5515,,,N/A,N/A,N/A,-82.5202098,37.4784232
3388,Physician Office Laboratories,Kentucky Ear Nose & Throat,230 Fountain Court,Lexington,KY,40509,(859) 977-5335,Jack Jansen,Lexington Clinic,N/A,N/A,N/A,-84.43819337,38.00356527
3389,Physician Office Laboratories,"Kentucky Eye Care, Psc",6400 Dutchmans Parkway Suite 125,Louisville,KY,40205,(502) 896-8700,,,N/A,N/A,N/A,-85.64162059,38.23006772
3390,Physician Office Laboratories,"Kentucky Eye Care, Psc",1169 Eastern Parkway #1211,Louisville,KY,40217,(502) 451-7740,,,N/A,N/A,N/A,-85.72734332,38.22549664
3391,Physician Office Laboratories,Kentucky Eye Institute,"601 Perimeter Drive, Ste 100",Lexington,KY,40517,(859) 278-9393,,,N/A,N/A,N/A,-84.46355873,37.99601308
3392,Physician Office Laboratories,Kentucky Family Medicine,706 Maynor St,Corbin,KY,40701,(606) 344-2510,,,N/A,N/A,N/A,-84.10379856,36.94588141
3393,Physician Office Laboratories,Kentucky Foot And Ankle Associates,1401 Harrodsburg Road Suite B295,Lexington,KY,40504,(859) 276-5349,,,N/A,N/A,N/A,,
3394,Physician Office Laboratories,"Kentucky Friendly Care Center, Inc",125 Lothbury Ave,Middlesboro,KY,40965,(606) 248-5322,,,N/A,N/A,N/A,-83.71420294,36.60869218
3395,Physician Office Laboratories,"Kentucky Medical Specialists, Psc","4001 Kresge Way, Suite 236",Louisville,KY,40207,(502) 893-7372,,,N/A,N/A,N/A,-85.63942625,38.23918813
3396,Physician Office Laboratories,"Kentucky Mountain Health, Llc",101 Hibbard Street Ste 100,Pikeville,KY,41501,(606) 433-0404,,,N/A,N/A,N/A,-82.5223958,37.47601905
3397,Physician Office Laboratories,"Kentucky Mso, Llc Dba Bluegrass Business Health","5 Linville Drive, Suite 101",Paris,KY,40361,(502) 570-0015,,,N/A,N/A,N/A,-84.23826787,38.22241883
3398,Physician Office Laboratories,"Kentucky Mso, Llc Dba Bluegrass Business Health -","360 Amsden Avenue, Suite 305",Versailles,KY,40383,(502) 570-0015,,,N/A,N/A,N/A,-84.72438692,38.05478844
3399,Physician Office Laboratories,"Kentucky Orthopaedics & Spine, Pllc",360 Amsden Ave Suite 400,Versailles,KY,40383,(859) 737-5333,,,N/A,N/A,N/A,-84.72438692,38.05478844
3400,Physician Office Laboratories,"Kentucky Orthopaedics & Spine, Pllc",404 Shoppers Drive,Winchester,KY,40391,(859) 737-5333,,,N/A,N/A,N/A,-84.21638614,38.00289965
3401,Physician Office Laboratories,"Kentucky Orthopaedics & Spine, Pllc",1138 Lexington Rd Ste 110,Georgetown,KY,40324,(859) 737-5333,,,N/A,N/A,N/A,-84.56222056,38.18585882
3402,Physician Office Laboratories,"Kentucky Orthopaedics & Spine, Pllc",8 Linville Rd Ste B,Paris,KY,40361,(859) 737-5333,,,N/A,N/A,N/A,-84.2389696,38.22072458
3403,Physician Office Laboratories,"Kentucky Orthopaedics & Spine, Pllc",235 Boggs Lane Ste 7,Richmond,KY,40475,(859) 737-5333,,,N/A,N/A,N/A,-84.28499894,37.7331698
3404,Physician Office Laboratories,Kentucky Pain Institute,247 Beacon Hill Rd,Morehead,KY,40351,(606) 784-1115,,,N/A,N/A,N/A,,
3405,Physician Office Laboratories,Kentucky Pain Management Services,311 Roy Campbell Drive,Hazard,KY,41701,(606) 487-0776,Sheila Combs,,N/A,N/A,N/A,-83.22743331,37.2732026
3406,Physician Office Laboratories,"Kentucky Phs, Llc",4965 Us Hwy 42,Louisville,KY,40222,(877) 279-5960,,,N/A,N/A,N/A,-85.63048467,38.28725949
3407,Physician Office Laboratories,Kentucky Psychiatric And,"9720 Park Plaza Ave, Ste 103",Louisville,KY,40241,(502) 339-2442,,,N/A,N/A,N/A,-85.57943992,38.30914249
3408,Physician Office Laboratories,Kentucky River Clinics,49 Ky 15 North,Campton,KY,41301,(606) 666-6611,,,N/A,N/A,N/A,-83.55038540517366,-83.55038540517366
3409,Physician Office Laboratories,Kentucky Skin Cancer Center,"1818 Wallace Ct, Suite 301",Bowling Green,KY,42103,(270) 842-1999,Robert Skaggs,,N/A,N/A,N/A,-86.43078996,36.96630034
3410,Physician Office Laboratories,Kentucky Skin Cancer Center,2915 New Hartford Rd,Owensboro,KY,42303,(270) 842-1999,,,N/A,N/A,N/A,-87.095749,37.74548081
3411,Physician Office Laboratories,Kentucky Spine And Pain Care,"106 Fortress Properties, Suite 2",London,KY,40741,(606) 877-4560,,,N/A,N/A,N/A,,
3412,Physician Office Laboratories,Kentuckyone Health Medical Group,170 Pedro Way,Winchester,KY,40391,(859) 276-6921,,,N/A,N/A,N/A,-84.21279098,37.98845849
3413,Physician Office Laboratories,"Kentuckyone Health Medical Group, Inc","1401 Harrodsburg Rd, Ste A300",Lexington,KY,40504,(606) 224-5535,,,N/A,N/A,N/A,,
3414,Physician Office Laboratories,"Key Recovery Solutions, Llc",48 Independence Drive,Hazard,KY,41701,(606) 765-0299,,,N/A,N/A,N/A,-83.18520845473317,-83.18520845473317
3415,Physician Office Laboratories,"Kidney + Hypertension Center, The",1500 James Simpson Jr Way #301,Covington,KY,41011,(859) 341-6281,,,N/A,N/A,N/A,-84.51773805,39.07265849
3416,Physician Office Laboratories,"Kidney + Hypertension Center, The",405 Violet Rd,Crittenden,KY,41030,(859) 341-6281,,,N/A,N/A,N/A,-84.6126838,38.7917829
3417,Physician Office Laboratories,"Kidney + Hypertension Center, The",13260 Service Rd,Walton,KY,41094,(859) 341-6281,,,N/A,N/A,N/A,-84.62164971,38.85312076
3418,Physician Office Laboratories,"Kidney And Hypertension Center, The",40 N Grand Ave Suite 204,Fort Thomas,KY,41075,(513) 241-5630,,,N/A,N/A,N/A,-84.46321647,39.07652429
3419,Physician Office Laboratories,"Kidney And Hypertension Center,The",7370 Turfway Road #290,Florence,KY,41042,(513) 241-5630,,,N/A,N/A,N/A,-84.631819,39.01433355
3420,Physician Office Laboratories,"Kidney And Hypertension Center,The",830 Thomas More Parkway Suite #202,Edgewood,KY,41017,(513) 341-6281,,,N/A,N/A,N/A,-84.55642004,39.01018805
3421,Physician Office Laboratories,Kidney Disease Consultants,47 Cavaler Blvd Suite 120,Florence,KY,41042,(859) 757-4353,,,N/A,N/A,N/A,-84.63303904,39.0092598
3422,Physician Office Laboratories,Kindred Recovery,146 Deweese St,Lexington,KY,40507,(859) 420-5774,,,N/A,N/A,N/A,-84.49181537,38.04440424
3423,Physician Office Laboratories,King'S Daughters Ashland Pediatrics,"2301 Lexington Avenue, Suite 135",Ashland,KY,41101,(606) 408-8400,,,N/A,N/A,N/A,-82.63416446,38.46952898
3424,Physician Office Laboratories,King'S Daughters Grayson Primary Care,100 Bellefonte Drive,Grayson,KY,41143,(606) 474-0669,,,N/A,N/A,N/A,-82.94521977046955,-82.94521977046955
3425,Physician Office Laboratories,King'S Daughters Medical Specialties - Louisa,2145 St Rt 2565,Louisa,KY,41230,(606) 638-9954,,,N/A,N/A,N/A,-82.61440963,38.09574635
3426,Physician Office Laboratories,King'S Daughters Medical Specialties-Nephrology,613 23Rd Street Ste 130,Ashland,KY,41101,(606) 329-9335,,,N/A,N/A,N/A,-82.6329899,38.47120507
3427,Physician Office Laboratories,King'S Daughters Medical Specialties-Prestonsburg,1279 Old Abbott Mountain Road,Prestonsburg,KY,41653,(606) 886-1260,,,N/A,N/A,N/A,-82.79040231118074,-82.79040231118074
3428,Physician Office Laboratories,King'S Daughters Outpatient Behavioral Health,1061 Kenwood Dr,Russell,KY,41169,(606) 408-3143,,,N/A,N/A,N/A,-82.69366015,38.51354957
3429,Physician Office Laboratories,Kings Daughters Grayson Urgent Care,609 N Carole Malone Blvd,Grayson,KY,41143,(606) 475-0152,,,N/A,N/A,N/A,-82.94351535,38.33922816
3430,Physician Office Laboratories,Koby Karp Doctors Eye Institute,4004 Dupont Circle,Louisville,KY,40207,(502) 897-1604,,,N/A,N/A,N/A,-85.63115496,38.23298333
3431,Physician Office Laboratories,Kumar Eye Institute,1348 Poplar Level Road,Louisville,KY,40217,(502) 368-3937,,,N/A,N/A,N/A,-85.72930437,38.22269031
3432,Physician Office Laboratories,"Kuttawa Clinic, Pllc",91 Cedar Street,Kuttawa,KY,42055,(270) 388-7380,,,N/A,N/A,N/A,-88.13480262,37.0637684
3433,Physician Office Laboratories,"Ky Clinic Dept Of General, Vascular And Surgery",740 S Limestone,Lexington,KY,40536,(859) 218-6612,,,N/A,N/A,N/A,-84.5082132,38.0335142
3434,Physician Office Laboratories,"Kyle D Parish, Md, Psc",2407 New Holt Road,Paducah,KY,42001,(270) 443-0010,,,N/A,N/A,N/A,-88.69469188,37.06459308
3435,Physician Office Laboratories,Lake Cumberland Medical Assocaites Med Park,10 Tower Circle,Somerset,KY,42503,(606) 678-4288,Allison Cherry,,N/A,N/A,N/A,-84.62564178,37.08334674
3436,Physician Office Laboratories,Lake Cumberland Medical Associates-Hardin Lane,"110 Hardin Lane, Suite 9",Somerset,KY,42503,(606) 451-3824,Anjum Iqbal,,N/A,N/A,N/A,-84.6210755,37.0864193
3437,Physician Office Laboratories,"Lake Cumberland Pediatrics, Pllc Dba",268 Rolling Hills Blvd,Monticello,KY,42633,(606) 753-0293,,,N/A,N/A,N/A,,
3438,Physician Office Laboratories,Lake Cumberland Physician Practices,"401 Bogle Street, Suite 101",Somerset,KY,42503,(606) 676-0275,N Mullai,,N/A,N/A,N/A,-84.62273942,37.08638989
3439,Physician Office Laboratories,Lake Cumberland Quickcare,20 Tower Circle,Somerset,KY,42503,(606) 425-4895,,,N/A,N/A,N/A,-84.62547443,37.08293869
3440,Physician Office Laboratories,"Lake Cumberland Rheumatology, Pllc","370 S Hwy 27, Suite 4",Somerset,KY,42501,(606) 802-2300,Laurence Demers,,N/A,N/A,N/A,-84.63000016,37.14759795
3441,Physician Office Laboratories,Lake Cumberland Urology Associates,"30 Medpark Drive, Suite 1",Somerset,KY,42503,(606) 677-8360,,,N/A,N/A,N/A,-84.62618432,37.08367322
3442,Physician Office Laboratories,Lakeway Family Medicine,660 Lakeway Drive,Russell Springs,KY,42642,(270) 858-3003,,,N/A,N/A,N/A,-85.08177068,37.04565823
3443,Physician Office Laboratories,Lancaster Rural Health Clinic,230 Lexington Street #D,Lancaster,KY,40444,(859) 304-5157,,,N/A,N/A,N/A,-84.578041,37.62339752
3444,Physician Office Laboratories,"Lance S Ferguson, Md",2353 Alexandria Drive,Lexington,KY,40504,(859) 224-2655,,,N/A,N/A,N/A,-84.5502263,38.01913372
3445,Physician Office Laboratories,Laurel County Physiatry And Pain,"130 Thompson-Poynter Road, Suite 3",London,KY,40741,(606) 260-8345,,,N/A,N/A,N/A,-84.17006333,37.11480689
3446,Physician Office Laboratories,Laurel Medical Services,421 West Highway 80,London,KY,40741,(606) 657-2345,,,N/A,N/A,N/A,-84.1098242,-84.1098242
3447,Physician Office Laboratories,Lawrenceburg Family Practice,1004 West Park Drive Suite B,Lawrenceburg,KY,40342,(502) 353-4580,,,N/A,N/A,N/A,-84.91166218769948,-84.91166218769948
3448,Physician Office Laboratories,Lc Heart Station East,"100 N Eagle Creek, 2Nd Floor",Lexington,KY,40509,(859) 258-5518,,,N/A,N/A,N/A,-84.44108801,37.99968866
3449,Physician Office Laboratories,Lex Kidney Care Pllc,"185 Pasadena Dr, Suite 110",Lexington,KY,40503,(859) 785-3828,,,N/A,N/A,N/A,-84.52234007,38.00456089
3450,Physician Office Laboratories,Lexington Clinic - Dak Asc,250 Fountain Court,Lexington,KY,40509,(859) 263-4444,,,N/A,N/A,N/A,-84.43781421,38.0038846
3451,Physician Office Laboratories,Lexington Clinic - Dak Frankfort,108 Diagnostic Dr,Frankfort,KY,40601,(859) 263-4444,,,N/A,N/A,N/A,-84.91142359,38.16108514
3452,Physician Office Laboratories,Lexington Clinic - Dak Lex,250 Fountain Court,Lexington,KY,40509,(859) 263-4444,,,N/A,N/A,N/A,-84.43781421,38.0038846
3453,Physician Office Laboratories,Lexington Clinic - Dak Mt Sterling,"611 Tighlman Way, Suite B",Mount Sterling,KY,40353,(859) 263-4444,,,N/A,N/A,N/A,-83.95660721788943,-83.95660721788943
3454,Physician Office Laboratories,Lexington Clinic - Dermatopathology Ref Lab,250 Fountain Court,Lexington,KY,40509,(859) 263-4444,Fernando Decastro,Lexington Clinic,N/A,N/A,N/A,-84.43781421,38.0038846
3455,Physician Office Laboratories,Lexington Clinic - Frankfort,101 Medical Heights Dr,Frankfort,KY,40601,(502) 226-7054,,,N/A,N/A,N/A,-84.90530607,38.16009166
3456,Physician Office Laboratories,Lexington Clinic - Paa East,"171 N Eagle Creek Dr, Suite 100",Lexington,KY,40509,(859) 277-6102,,,N/A,N/A,N/A,-84.44019384,38.00046011
